==6120== NVPROF is profiling process 6120, command: python convolutional_network.py
==6120== Profiling application: python convolutional_network.py
==6120== Profiling result:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
0.005559,0.001408,1,0.001408,0.001408,0.001408,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1)"
0.005180,0.001312,1,0.001312,0.001312,0.001312,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<int const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1)"
0.004548,0.001152,1,0.001152,0.001152,0.001152,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<int, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::TensorMap<Eigen::Tensor<int, int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(int, int=1)"
0.004422,0.001120,1,0.001120,0.001120,0.001120,"void Eigen::internal::ReductionInitKernel<float, int>(float, int, Eigen::internal::ReductionInitKernel<float, int>*)"

==6120== API calls:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,s,,ms,ms,ms,
44.776346,1.253158,4,313.289391,277.465782,333.417411,"cuDevicePrimaryCtxRetain"
21.484969,0.601301,269,2.235318,0.008070,596.336716,"cudaLaunch"
19.595502,0.548420,8,68.552521,0.020373,548.258427,"cudaStreamCreateWithFlags"
11.780411,0.329699,3,109.899630,0.000310,329.698094,"cudaFree"
0.604541,0.016919,26,0.650743,0.083962,1.915365,"cuEventSynchronize"
0.398583,0.011155,2,5.577576,2.027660,9.127492,"cuMemHostAlloc"
0.228607,0.006398,9,0.710891,0.621028,0.831869,"cuMemAlloc"
0.226352,0.006335,1100,0.005759,0.000180,0.282177,"cuDeviceGetAttribute"
0.211724,0.005926,12,0.493793,0.319048,0.601977,"cuDeviceTotalMem"
0.123330,0.003452,8,0.431455,0.349915,0.489365,"cuMemGetInfo"
0.088690,0.002482,4,0.620545,0.010911,1.262371,"cuCtxEnablePeerAccess"
0.077180,0.002160,4,0.540007,0.531302,0.551163,"cudaGetDeviceProperties"
0.055640,0.001557,4,0.389296,0.330522,0.465246,"cuDeviceTotalMem"
0.050148,0.001404,6,0.233917,0.011342,0.726090,"cudaMalloc"
0.034285,0.000960,29,0.033087,0.009513,0.164713,"cuMemcpyHtoDAsync"
0.032997,0.000923,4,0.230872,0.210069,0.265005,"cuDeviceGetProperties"
0.031011,0.000868,16,0.054243,0.038382,0.085620,"cuDeviceGetName"
0.028482,0.000797,120,0.006642,0.000582,0.115400,"cuEventRecord"
0.025998,0.000728,16,0.045475,0.019362,0.145800,"cuStreamCreate"
0.019005,0.000532,1451,0.000366,0.000138,0.003422,"cudaSetupArgument"
0.016021,0.000448,24,0.018682,0.003271,0.328532,"cuDeviceCanAccessPeer"
0.014222,0.000398,3,0.132680,0.026060,0.340817,"cuCtxSynchronize"
0.014171,0.000397,28,0.014164,0.010205,0.030905,"cudaMemcpyAsync"
0.007984,0.000223,4,0.055858,0.035026,0.079116,"cuMemsetD32"
0.007828,0.000219,66,0.003319,0.001287,0.016537,"cuEventQuery"
0.006243,0.000175,7,0.024962,0.020382,0.031970,"cudaMemsetAsync"
0.006241,0.000175,269,0.000649,0.000174,0.008203,"cudaConfigureCall"
0.006157,0.000172,4,0.043081,0.008476,0.127944,"cudaStreamAddCallback"
0.004245,0.000119,4,0.029703,0.016023,0.062463,"cuMemcpyDtoHAsync"
0.004097,0.000115,86,0.001333,0.000689,0.002943,"cudaStreamWaitEvent"
0.004048,0.000113,70,0.001618,0.000478,0.006032,"cuEventCreate"
0.003959,0.000111,21,0.005276,0.001837,0.009313,"cudaBindTexture"
0.003780,0.000106,60,0.001763,0.000864,0.006003,"cudaEventRecord"
0.002940,0.000082,73,0.001127,0.000313,0.005114,"cuCtxSetCurrent"
0.002651,0.000074,16,0.004636,0.001101,0.019508,"cuStreamQuery"
0.002589,0.000072,16,0.004529,0.002325,0.015817,"cuStreamDestroy"
0.002319,0.000065,34,0.001908,0.000892,0.004247,"cuStreamWaitEvent"
0.002228,0.000062,70,0.000890,0.000414,0.002755,"cuEventDestroy"
0.002097,0.000059,129,0.000454,0.000197,0.000886,"cudaGetLastError"
0.001665,0.000047,26,0.001792,0.001147,0.002984,"cuEventElapsedTime"
0.001604,0.000045,2,0.022442,0.021367,0.023517,"cuMemsetD32Async"
0.001333,0.000037,2,0.018651,0.013809,0.023493,"cudaMemcpy"
0.001301,0.000036,21,0.001733,0.000578,0.003100,"cudaUnbindTexture"
0.001063,0.000030,40,0.000743,0.000465,0.002571,"cudaEventCreateWithFlags"
0.000700,0.000020,32,0.000611,0.000282,0.002037,"cudaDeviceGetAttribute"
0.000672,0.000019,2,0.009410,0.003044,0.015777,"cudaEventQuery"
0.000624,0.000017,4,0.004367,0.002782,0.006820,"cudaStreamQuery"
0.000477,0.000013,24,0.000556,0.000222,0.001214,"cuDeviceGet"
0.000472,0.000013,48,0.000275,0.000227,0.000751,"cuCtxGetDevice"
0.000432,0.000012,4,0.003024,0.001649,0.005460,"cudaEventDestroy"
0.000371,0.000010,4,0.002594,0.002140,0.003182,"cuDeviceGetPCIBusId"
0.000369,0.000010,15,0.000688,0.000297,0.002697,"cuDeviceGetCount"
0.000305,0.000009,4,0.002134,0.001492,0.002953,"cudaEventCreate"
0.000230,0.000006,7,0.000919,0.000462,0.002243,"cuDriverGetVersion"
0.000215,0.000006,3,0.002009,0.001542,0.002823,"cudaGetDevice"
0.000155,0.000004,3,0.001449,0.001008,0.001926,"cuInit"
0.000145,0.000004,4,0.001014,0.000768,0.001145,"cuDevicePrimaryCtxSetFlags"
0.000135,0.000004,4,0.000945,0.000696,0.001423,"cuDeviceComputeCapability"
0.000062,0.000002,4,0.000433,0.000275,0.000726,"cuCtxGetCurrent"
0.000048,0.000001,1,0.001355,0.001355,0.001355,"cudaGetDeviceCount"

==6120== Dependency Analysis:
==6120== Warning: 
The application seems to be multi-threaded but the thread API has not been recorded.
Analysis may be inaccurate. Use '--cpu-thread-tracing on' for measurement when available.
"Critical path(%)","Critical path","Waiting time","Name"
%,s,s,
58.580309,1.808293,0.000000,"<Other>"
40.596493,1.253158,0.000000,"cuDevicePrimaryCtxRetain"
0.361375,0.011155,0.000000,"cuMemHostAlloc"
0.121792,0.003760,0.000000,"cuMemAlloc_v2"
0.111817,0.003452,0.000000,"cuMemGetInfo_v2"
0.080411,0.002482,0.000000,"cuCtxEnablePeerAccess"
0.050446,0.001557,0.000000,"cuDeviceTotalMem"
0.029917,0.000923,0.000000,"cuDeviceGetProperties"
0.023571,0.000728,0.000000,"cuStreamCreate"
0.014525,0.000448,0.000000,"cuDeviceCanAccessPeer"
0.007238,0.000223,0.000000,"cuMemsetD32_v2"
0.006687,0.000206,0.000000,"cuDeviceGetName"
0.002403,0.000074,0.000000,"cuStreamQuery"
0.002348,0.000072,0.000000,"cuStreamDestroy_v2"
0.002347,0.000072,0.000000,"cuEventRecord"
0.001654,0.000051,0.000000,"cuCtxSetCurrent"
0.001023,0.000032,0.000000,"cuStreamWaitEvent"
0.000967,0.000030,0.000000,"cuMemcpyHtoDAsync_v2"
0.000899,0.000028,0.000000,"[CUDA memcpy HtoD]"
0.000734,0.000023,0.000000,"cuEventCreate"
0.000615,0.000019,0.000000,"cuDeviceGetAttribute"
0.000577,0.000018,0.000000,"cuEventDestroy_v2"
0.000428,0.000013,0.000000,"cuCtxGetDevice"
0.000336,0.000010,0.000000,"cuDeviceGetPCIBusId"
0.000270,0.000008,0.000000,"cuDeviceGet"
0.000266,0.000008,0.000000,"cuDeviceGetCount"
0.000174,0.000005,0.000072,"cuEventQuery"
0.000131,0.000004,0.000000,"cuDevicePrimaryCtxSetFlags"
0.000123,0.000004,0.000000,"cuDeviceComputeCapability"
0.000068,0.000002,0.000000,"cuDriverGetVersion"
0.000056,0.000002,0.000000,"cuCtxGetCurrent"
0.000000,0.000000,0.014481,"cuEventSynchronize"
0.000000,0.000000,0.000156,"cuCtxSynchronize"
0.000000,0.000000,0.000017,"cudaStreamQuery"
0.000000,0.000000,0.000000,"maxwell_sgemm_128x64_raggedMn_tn"
0.000000,0.000000,0.000000,"maxwell_sgemm_128x64_raggedMn_nn_splitK"
0.000000,0.000000,0.000000,"maxwell_sgemm_128x128_raggedMn_tn"
0.000000,0.000000,0.000000,"maxwell_sgemm_128x128_raggedMn_nt"
0.000000,0.000000,0.000000,"maxwell_scudnn_128x64_stridedB_splitK_small_nn"
0.000000,0.000000,0.000000,"maxwell_scudnn_128x64_small_nn"
0.000000,0.000000,0.000000,"maxwell_scudnn_128x32_stridedB_splitK_small_nn"
0.000000,0.000000,0.000000,"maxwell_scudnn_128x32_stridedB_small_nn"
0.000000,0.000000,0.000000,"maxwell_scudnn_128x32_small_nn"
0.000000,0.000000,0.000000,"maxwell_cgemmBatched_64x64_raggedMn_tn"
0.000000,0.000000,0.000000,"maxwell_cgemmBatched_64x32_raggedMn_tn"
0.000000,0.000000,0.000000,"cudnn_maxwell_gcgemm_64x32_tn_batched"
0.000000,0.000000,0.000000,"cudnn_maxwell_cgemm_64x64_tn_batched"
0.000000,0.000000,0.000000,"cudnn_maxwell_cgemm_32x64_tn_batched"
0.000000,0.000000,0.000000,"cudaUnbindTexture"
0.000000,0.000000,0.000000,"cudaStreamWaitEvent"
0.000000,0.000000,0.000000,"cudaStreamCreateWithFlags_v5000"
0.000000,0.000000,0.000000,"cudaStreamAddCallback_v5000"
0.000000,0.000000,0.000000,"cudaSetupArgument"
0.000000,0.000000,0.000000,"cudaMemsetAsync"
0.000000,0.000000,0.000000,"cudaMemcpy"
0.000000,0.000000,0.000000,"cudaMemcpyAsync"
0.000000,0.000000,0.000000,"cudaMalloc"
0.000000,0.000000,0.000000,"cudaLaunch"
0.000000,0.000000,0.000000,"cudaGetLastError"
0.000000,0.000000,0.000000,"cudaGetDevice"
0.000000,0.000000,0.000000,"cudaGetDeviceProperties"
0.000000,0.000000,0.000000,"cudaGetDeviceCount"
0.000000,0.000000,0.000000,"cudaFree"
0.000000,0.000000,0.000000,"cudaEventRecord"
0.000000,0.000000,0.000000,"cudaEventQuery"
0.000000,0.000000,0.000000,"cudaEventDestroy"
0.000000,0.000000,0.000000,"cudaEventCreate"
0.000000,0.000000,0.000000,"cudaEventCreateWithFlags"
0.000000,0.000000,0.000000,"cudaDeviceGetAttribute_v5000"
0.000000,0.000000,0.000000,"cudaConfigureCall"
0.000000,0.000000,0.000000,"cudaBindTexture"
0.000000,0.000000,0.000000,"cuMemsetD32Async"
0.000000,0.000000,0.000000,"cuMemcpyDtoHAsync_v2"
0.000000,0.000000,0.000000,"cuInit"
0.000000,0.000000,0.000000,"cuEventElapsedTime"
0.000000,0.000000,0.000000,"cuDeviceTotalMem_v2"
0.000000,0.000000,0.000000,"cudnn::maxwell::gemm::computeWgradOffsetsKernel(cudnn::maxwell::gemm::ComputeOffsetsParams)"
0.000000,0.000000,0.000000,"cudnn::maxwell::gemm::computeBOffsetsKernel(cudnn::maxwell::gemm::ComputeBOffsetsParams)"
0.000000,0.000000,0.000000,"cudnn::maxwell::gemm::computeOffsetsKernel(cudnn::maxwell::gemm::ComputeOffsetsParams)"
0.000000,0.000000,0.000000,"void cudnn::maxwell::gemm::setOutputKernel<float>(int, float*, float)"
0.000000,0.000000,0.000000,"void cudnn::detail::implicit_convolve_sgemm<float, int=128, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0>(int, int, int, float const *, int, cudnn::detail::implicit_convolve_sgemm<float, int=128, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0>*, float const *, kernel_conv_params, int, float, float)"
0.000000,0.000000,0.000000,"void cudnn::detail::implicit_convolve_sgemm<float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0>(int, int, int, float const *, int, cudnn::detail::implicit_convolve_sgemm<float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0>*, float const *, kernel_conv_params, int, float, float)"
0.000000,0.000000,0.000000,"void cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float)"
0.000000,0.000000,0.000000,"void cudnn::detail::explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float)"
0.000000,0.000000,0.000000,"void cudnn::detail::pooling_bw_kernel_max<float, float, cudnn::detail::maxpooling_func<float, cudnnNanPropagation_t=1>>(cudnnTensorStruct, float const *, cudnn::detail::pooling_bw_kernel_max<float, float, cudnn::detail::maxpooling_func<float, cudnnNanPropagation_t=1>>, float const , cudnn::detail::pooling_bw_kernel_max<float, float, cudnn::detail::maxpooling_func<float, cudnnNanPropagation_t=1>>, float const , cudnn::detail::pooling_bw_kernel_max<float, float, cudnn::detail::maxpooling_func<float, cudnnNanPropagation_t=1>>, cudnnTensorStruct*, cudnnPoolingStruct, float, cudnnPoolingStruct, int, cudnn::reduced_divisor, float)"
0.000000,0.000000,0.000000,"void cudnn::detail::wgrad_alg0_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=1, int=512>(int, int, int, float const *, int, cudnn::detail::wgrad_alg0_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=1, int=512>*, float const , kernel_grad_params, int, float, int, int)"
0.000000,0.000000,0.000000,"void cudnn::detail::dgrad_engine<float, int=128, int=6, int=8, int=3, int=3, int=5, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::dgrad_engine<float, int=128, int=6, int=8, int=3, int=3, int=5, bool=1>*, kernel_grad_params, int, int, float, int)"
0.000000,0.000000,0.000000,"void cudnn::detail::dgrad_engine<float, int=128, int=6, int=7, int=3, int=3, int=5, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::dgrad_engine<float, int=128, int=6, int=7, int=3, int=3, int=5, bool=1>*, kernel_grad_params, int, int, float, int)"
0.000000,0.000000,0.000000,"void Eigen::internal::OuterReductionKernel<int=16, Eigen::TensorEvaluator<Eigen::TensorReductionOp<Eigen::internal::SumReducer<float>, Eigen::array<long, unsigned long=1> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const , Eigen::MakePointer> const , Eigen::GpuDevice>, Eigen::internal::SumReducer<float>, int>(Eigen::internal::SumReducer<float>, float, long, float, Eigen::internal::SumReducer<float>::CoeffReturnType*)"
0.000000,0.000000,0.000000,"void Eigen::internal::ReductionInitKernel<float, int>(float, int, Eigen::internal::ReductionInitKernel<float, int>*)"
0.000000,0.000000,0.000000,"void Eigen::internal::FullReductionKernel<int=256, int=128, Eigen::TensorEvaluator<Eigen::TensorReductionOp<Eigen::internal::SumReducer<float>, Eigen::array<long, unsigned long=1> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16, Eigen::MakePointer> const , Eigen::MakePointer> const , Eigen::GpuDevice>, Eigen::internal::SumReducer<float>, int>(Eigen::internal::SumReducer<float>, float, long, Eigen::internal::SumReducer<float>::CoeffReturnType*, unsigned int*)"
0.000000,0.000000,0.000000,"void Eigen::internal::FullReductionKernel<int=256, int=128, Eigen::TensorEvaluator<Eigen::TensorReductionOp<Eigen::internal::SumReducer<float>, Eigen::array<long, unsigned long=1> const , Eigen::TensorCwiseUnaryOp<Eigen::internal::bind2nd_op<Eigen::internal::scalar_product_op<float const , float const >>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const , Eigen::MakePointer> const , Eigen::GpuDevice>, Eigen::internal::SumReducer<float>, long>(Eigen::internal::SumReducer<float>, float, long, Eigen::internal::SumReducer<float>::CoeffReturnType*, unsigned int*)"
0.000000,0.000000,0.000000,"_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorEvalToOpIKNS_19TensorCwiseBinaryOpINS0_17scalar_product_opIKfS6_EEKNS_9TensorMapINS_6TensorIS6_Li2ELi1ElEELi16ENS_11MakePointerEEEKNS4_INS0_20scalar_difference_opIffEEKNS_20TensorBroadcastingOpIKNS_9IndexListINS_10type2indexILl1EEEJiEEEKNS_18TensorForcedEvalOpIKNS_18TensorCwiseUnaryOpINS0_13scalar_log_opIfEEKNS8_INS9_IfLi2ELi1ElEELi16ESB_EEEESB_EEEESS_EEEESB_EENS_9GpuDeviceEEElEEvT_T0_"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorEvalToOp<Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_log_op<float>, Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, long>, int=16, Eigen::MakePointer> const > const , Eigen::MakePointer> const , Eigen::GpuDevice>, long>(float, Eigen::internal::scalar_log_op<float>)"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<__int64, Eigen::TensorTupleReducerOp<Eigen::internal::ArgMaxTupleReducer<Eigen::Tuple<long, float>>, Eigen::array<long, unsigned long=1> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(__int64, int=1)"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<int, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::TensorMap<Eigen::Tensor<int, int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(int, int=1)"
0.000000,0.000000,0.000000,"_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi2ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_20scalar_difference_opIffEEKNS9_INS0_18scalar_quotient_opIffEEKNS_18TensorCwiseUnaryOpINS0_13scalar_exp_opIfEEKS8_EEKNS_20TensorBroadcastingOpIKNS_9IndexListINS_10type2indexILl1EEEJiEEESH_EEEEKNS4_INS5_IKfLi2ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_"
0.000000,0.000000,0.000000,"_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi2ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_20scalar_difference_opIKfSB_EEKNS4_INS5_ISB_Li2ELi1ElEELi16ES7_EEKNS_20TensorBroadcastingOpIKNS_9IndexListINS_10type2indexILl1EEEJiEEEKS8_EEEEEENS_9GpuDeviceEEElEEvT_T0_"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<long, unsigned long=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const > const , Eigen::TensorBroadcastingOp<Eigen::array<long, unsigned long=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2)"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const , Eigen::TensorBroadcastingOp<Eigen::array<long, unsigned long=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2)"
0.000000,0.000000,0.000000,"_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_20scalar_difference_opIffEEKS8_KNS9_INS0_18scalar_quotient_opIffEEKNS9_INS0_17scalar_product_opIffEEKNS_20TensorBroadcastingOpIKNS_5arrayIlLm1EEEKNS_17TensorReshapingOpIKNS_5SizesIJLl1EEEEKNS9_ISE_KNS9_INSF_IKfSP_EEKNS4_INS_15TensorFixedSizeISP_NSM_IJEEELi1ElEELi16ES7_EEKNS_18TensorCwiseUnaryOpINS0_14scalar_sqrt_opIfEEKNS9_INSA_ISP_SP_EEKNS_20TensorCwiseNullaryOpINS0_18scalar_constant_opISP_EESV_EESV_EEEEEES16_EEEEEESC_EEKNS9_INS0_13scalar_sum_opISP_SP_EEKNSH_ISK_KNSL_ISO_SV_EEEEKNSW_ISY_SC_EEEEEEEEEENS_9GpuDeviceEEElEEvT_T0_"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorConversionOp<float, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_cmp_op<float const , float const , Eigen::internal::ComparisonName>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const > const > const , Eigen::GpuDevice>, long>(float, int=1)"
0.000000,0.000000,0.000000,"_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13scalar_sum_opIffEEKS8_KNS9_INS0_17scalar_product_opIffEEKNS_20TensorBroadcastingOpIKNS_5arrayIlLm1EEEKNS_17TensorReshapingOpIKNS_5SizesIJLl1EEEEKNS9_INS0_20scalar_difference_opIKfSO_EEKNS_20TensorCwiseNullaryOpINS0_18scalar_constant_opISO_EEKNS4_INS_15TensorFixedSizeISO_NSK_IJEEELi1ElEELi16ES7_EEEESX_EEEEEEKNS9_ISP_KNS4_INS5_ISO_Li1ELi1ElEELi16ES7_EESC_EEEEEEEENS_9GpuDeviceEEElEEvT_T0_"
0.000000,0.000000,0.000000,"_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13scalar_sum_opIffEEKS8_KNS9_INS0_17scalar_product_opIffEEKNS_20TensorBroadcastingOpIKNS_5arrayIlLm1EEEKNS_17TensorReshapingOpIKNS_5SizesIJLl1EEEEKNS9_INS0_20scalar_difference_opIKfSO_EEKNS_20TensorCwiseNullaryOpINS0_18scalar_constant_opISO_EEKNS4_INS_15TensorFixedSizeISO_NSK_IJEEELi1ElEELi16ES7_EEEESX_EEEEEEKNS9_INSN_IffEEKNS_18TensorCwiseUnaryOpINS0_16scalar_square_opISO_EEKNS4_INS5_ISO_Li1ELi1ElEELi16ES7_EEEESC_EEEEEEEENS_9GpuDeviceEEElEEvT_T0_"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1)"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<int const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1)"
0.000000,0.000000,0.000000,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1)"
0.000000,0.000000,0.000000,"_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_17TensorReductionOpINS0_10SumReducerIfEEKNS_9IndexListINS_10type2indexILl1EEEJEEEKNS_18TensorForcedEvalOpIKNS_19TensorCwiseBinaryOpINS0_17scalar_product_opIKfSK_EEKNS4_INS5_ISK_Li2ELi1ElEELi16ES7_EEKNSI_INS0_20scalar_difference_opIffEEKNS_20TensorBroadcastingOpIKNSC_ISE_JiEEEKNSH_IKNS_18TensorCwiseUnaryOpINS0_13scalar_log_opIfEEKNS4_INS5_IfLi2ELi1ElEELi16ES7_EEEES7_EEEESZ_EEEES7_EES7_EEEENS_9GpuDeviceEEElEEvT_T0_"
